text,depressive
"i think mistagging is a sin that should be on par with murder or whatever. i read a story that i really liked, with strong yuri subtexts, but because it's been mistagged as just yuri, i feel weirdly empty afterwards despite enjoying it... yuri edging into yuri absence instead of yuri climax...",0
"I feel the divot
I miss what I thought I had
I don't wanna feel it
It's like a lost tooth
All gap like and numb but raw all at once
I don't miss what it was
But I miss what I thought I had
Who I thought I knew
But reality is pretty too
Even with a gap toothed smile
I'll grin
Empty hand, indented",0
"I sent Senator Daines this email today. Feel free to send it to your reps too. If like my senator, your Senators VM is full let them know you just wanna talk & to grow a pair. 

resist.bot/petitions/PS...",0
"No crypto, no doomers, no shitposters.. I feel empty here",0
"never been less empty, all i feel is free now",0
I feel so empty.,0
"Latest from Voyager 1

ideas.digitalsomnium.com/tech/voyager/",0
"I’m feeling empty without this, I feel your pain",0
"Sonic Frontiers is a good game with amazing OST with its liminal aesthetic making it feel both full and empty. I have yet to try that new one that just came out a while ago, the Generations x Shadow game.

Great art btw!",0
"I feel like so much of that is tied into that libertarian South Park idea that success means making the most money and forcing out other businesses by being the best and always trying to be the biggest which is so hollow in the end, a rasping rattle in an empty life.",0
"i do not feel like i have emphasized this enough:

FUCK THAT. i am STILL SICK after yesterday. the only thing getting me through the inconsolable nausea even after taking the maximum dose of pepto bismol is starvation. my stomach is growling and i intend to keep it empty until tomorrow.",0
"Oh *fuck*, Zel. 😵‍💫🥵❤️‍🔥

Ah… yes, I think I could help with that! My hands *do* feel rather empty at the moment, so I’d be happy to hold them for you. 😌❤️",0
Same. I won't engage with them here. Their lives are really empty that they need to harass us to feel fulfilled.,0
". . .
. . .
Hey.  Hey bitch.

. . .
. . . Yeah?

Let's go to the bar. You don't wanna go home. You feel alone you don't wanna go home. Let's go do something. Lets go drive around. Hit that bar, you got a little bit of time. It won't hurt nothing.

... I feel alone. I feel empty

. . .
I feel wild.",0
"Man,,, Twitter sure is doing numbers. But the amount of likes on my art doesn’t make me feel anything. I’m just as empty as before.
I’m glad that people like my drawing, I worked hard, but it also didn’t make me feel serotonin.
Normally it would make me happy to know I made something good…",0
I’m so lonely and empty I feel like I could just crumble into a billion little pieces.,0
"In English we say: ""I missed you today""

But in poetry we say: ""Empty spaces fill with echoes of your absent laughter while minutes stretch like shadows across rooms that feel too quiet, too still without you in them""
#poetry​​​​​​​​​​​​​​​​",0
The Individuals Tool is down! I feel so empty inside. Guess I gotta go back to my actual job.,0
"I can recognize that it’s selfish to gift ppl what you want to give them instead of getting exactly what they want. 
It just feel empty, pointless, and performative to just buy shit off a list.",0
"Leadership can feel lonely, like playing to an empty room. In my latest #PrincipalLinerNotes, I reflect on persevering.

We all stumble, but the key is to reset and keep playing.

Read 'Playing to Empty Rooms: A Lesson in Perseverance' here: principallinernotes.wordpress.com/2024/12/28/p...

#EduSky",0
"""You're a hero, that's what you do.""

He finished his meal and ruffled Robin's hair. Then he gets up to put the empty bowl away.

If you're still hungry, feel free to raid my fridge. I have... probably frozen food and fruits.""",0
"Happy National Poetry Day, book friends. This is one of my favorites. ✨ I'd love to read one of yours, too. #poetry",0
"… it falls away horribly. Those first few pages probably had a dozen rewrites and maybe she had some guidance. It flows, it sets up the protagonist. And then its just unreadable. I feel empty. 😞",0
"it’s so real and awful, like why do i feel so happy and empty at the same time?",0
I'm sad for Tanahashi. All these #NJPW wrestlers leaving definitely opens up the gates for more talent but I don't want NJPW to feel empty. I think this is an amazing opportunity that we can get a new nihonjin wrestler on Okada's level. Maybe even more.,0
Do you feel as empty and hurt and pissed off as I did when I finished it?,0
"I hate that I miss them 

You know someone isn't good for you but you still miss them and the times where they made you feel safe and happy

I'm sorry for bringing negative stuff to your tl whoever reading this, I just wanna throw My feelings out somewhere empty",0
"big day. big things happening. big plans coming together.
big big emotions. HUGE EMOTIONS.

i couldn't have done this, couldn't BE doing this, w/ all your help & support, both financial & emotional.

i still feel like i'm at the precipice of a skyhigh cliff but i gotta jump & hope for the best",0
"I feel no joy
no happiness
just an empty shell of my former self",0
i feel so empty now that I finished it........,0
"Oookay I was wrong to trust the emperor.

Also, there's a LOT of empty character slots left and I'm already struggling to keep track of everyone 😭

I feel like I'm not even halfway through this game somehow??",0
"I do not bake, but I feel this keenly since my wife does. She baked like 5 loaves of sourdough in the last week. Three are beautiful, one she insisted I return to the earth by throwing it into the empty lot like a frisbee.",0
"Texting with several friends in Los Angeles that have evacuated with their families and pets. Fire within a mile of their homes.
Words feel empty, nothing seems adequate enough. “I love you and I’m so sorry this is happening.”

Nightmare. 💔💔💔
Praying for everyone.",0
"For me, depression isn't feeling constantly sad, it's constantly feeling a lack of emotion. It feels like there's a hole in my chest that I can't fill. Just this empty void of emotionless... Nothing. 

I desperately just want to feel something. Anything. Something beyond passive things.",0
finished date with death and got all the endings today and im just. i feel so empty now I rly think all the endings were so goood and my mind is expanding from all the lore ive learned,0
"Thank you . I’ve been crying nonstop since 3:00am yesterday. I let her out to go
potty and 4 minutes later she was gone. We think an animal got her. She was a 7 lb York-a-poo. She adopted us from a shelter 12 years ago. She was my rock. I will never heal over this. I feel empty.",0
a lot of people i like seem to be deleting or deactivating or just straight up leaving and honestly this place is starting to feel empty,0
"I haven’t been able to game since my dogs passing. In a way I just feel guilty for trying to have fun. I know I shouldn’t. The house feels empty without him. 😞 
#petloss #grief",0
"#vss365 #parameter #poem #poetry #writing
A little bit of commentary on the world these days is what my brain demanded I deliver today. So, here it is... and then, back to work we go.
By the way, the font I used is called ""Bitter."" I feel like that fits here.
Slant rhyme on ""shut/up""... Sorry! 😁",0
"cw, blood and injuries
-

some low-motivation vent art using David as my filter",0
like normally? Id be HYPED for Turok whatever number it is and a new ONIMUSHA are you kidding?? Right now I just feel... empty.,0
"i do not feel like i have emphasized this enough:

FUCK THAT. i am STILL SICK after yesterday. the only thing getting me through the inconsolable nausea even after taking the maximum dose of pepto bismol is starvation. my stomach is growling and i intend to keep it empty until tomorrow.",0
". . .
. . .
Hey.  Hey bitch.

. . .
. . . Yeah?

Let's go to the bar. You don't wanna go home. You feel alone you don't wanna go home. Let's go do something. Lets go drive around. Hit that bar, you got a little bit of time. It won't hurt nothing.

... I feel alone. I feel empty

. . .
I feel wild.",0
"Man,,, Twitter sure is doing numbers. But the amount of likes on my art doesn’t make me feel anything. I’m just as empty as before.
I’m glad that people like my drawing, I worked hard, but it also didn’t make me feel serotonin.
Normally it would make me happy to know I made something good…",0
Same. I won't engage with them here. Their lives are really empty that they need to harass us to feel fulfilled.,0
"It's been YEARS since I've created something that I genuinely feel good about. I've never really reached my goals. It starts to feel as if I'm continuing because maybe I'll feel better once I'm at a certain level. 
I don't really know what I want. This all feels useless and empty.",0
I'm glad I'm in a union now ... But the union rep I was supposed to meet for lunch just utterly failed to find me in what was a fairly empty lobby ... So I could feel better about it ...,0
"Texting with several friends in Los Angeles that have evacuated with their families and pets. Fire within a mile of their homes.
Words feel empty, nothing seems adequate enough. “I love you and I’m so sorry this is happening.”

Nightmare. 💔💔💔
Praying for everyone.",0
"Thank you . I’ve been crying nonstop since 3:00am yesterday. I let her out to go
potty and 4 minutes later she was gone. We think an animal got her. She was a 7 lb York-a-poo. She adopted us from a shelter 12 years ago. She was my rock. I will never heal over this. I feel empty.",0
"big day. big things happening. big plans coming together.
big big emotions. HUGE EMOTIONS.

i couldn't have done this, couldn't BE doing this, w/ all your help & support, both financial & emotional.

i still feel like i'm at the precipice of a skyhigh cliff but i gotta jump & hope for the best",0
"I hate that I miss them 

You know someone isn't good for you but you still miss them and the times where they made you feel safe and happy

I'm sorry for bringing negative stuff to your tl whoever reading this, I just wanna throw My feelings out somewhere empty",0
"I haven’t been able to game since my dogs passing. In a way I just feel guilty for trying to have fun. I know I shouldn’t. The house feels empty without him. 😞 
#petloss #grief",0
Sometimes it’s tough sometimes I just feel empty like damn :( what are you even replying about :( are you excited :( what do you know about the situation I put them in :(,0
"Happy National Poetry Day, book friends. This is one of my favorites. ✨ I'd love to read one of yours, too. #poetry",0
man i just feel kinda.... empty today,0
"This honestly encapsulates pretty much everything I feel about the obsessive hot sauce thing

I like chilli about 10 times as much as the next bloke so I'm pretty absurdly acclimated to it, but South Asian recipes TASTE good

These sauces are bitter and empty of anything other than heat

Worthless",0
"I want to do a World of Warcraft gag in some way (for the ask blog), but I’m still figuring out how I want to go about it. If I download it again, I’ll disappear for a couple months. 😔 #libetsdelae",0
i just want to disappear,0
I want to lay in your arms and disappear,0
"anyway you have like . . . 26 hours left to ask me whatever important things you want to ask me before I disappear* forever** into the wilderness*** unless it's about the Oscars which I didn't watch or Drag Race which I'm behind on

* except for Instagram
** except for Sundays
*** downtown Portland",0
I know it's not my fault but every time I have to tell a medical provider that I don't know my family medical history because I am adopted I want a giant black hole to open up so I can disappear.,0
"Good point. Buy used, or learn how to print your own before it becomes illegal to buy a 3D printer.",0
"Getting blamed for something I didn't do but I still want to disappear into a black hole and never show my face to anyone again. I love experiencing deep, painful shame for things I didn't do. 🙃",0
"I kinda just want to disappear, I never wanted any of this",0
"When I try to step outside of my circle and engage in fandom spaces (mostly discords nowadays, maybe thats why) I am swiftly reminded that people either want to make their struggles a pissing contest or they just straight up disappear when I start to get close.",0
Sometimes I wanna check in on moots who disappear but I don't want to msg them and make them uncomfortable 😔,0
When they come after me & disappear me i want every1 to know i was awesome,0
OK This!⬇️ I want to be gone. Walking in the woods in the Adirondack Mountains and lounging in an Adirondack chair. I can hear the water now. My family has an old cabin and across the street is a stream we walk down to. A couple more months and we’ll take my 92 yr old dad and disappear. 🏞️🌳,0
My friend came up with this concept and I tattooed it… void juice for when you just want to disappear🥤,0
"But I'm gonna be real honest, I think that ""clawing back our rights"" when you have conceded the monopoly on violence to one side feels like a bit of a stretch. Claw back how, exactly? Give examples. What will you be using to accomplish this exactly",0
"//Hi everyone! So sorry to disappear, I’ve had a very hectic couple of months, but I think I want to try and get active here again",0
"On this Soft Sunday I really need a man to crush me in the best way possible. I want to disappear when you hug me. I want you on me like a weighted blanket. Let me curl up tucked against you, head on your arm, the other arm wrapped over me. But really, let me rub my cold feet on your shins.",0
"Clarity on quitting…

I didn’t want to disappear without telling people and losing contact w/ everyone. 

But that’s also kinda how life works. We could get hit by a bus and leave behind everything we are doing.",0
166.  Stede's POV,0
I hate that I’m usually the one on the other end of things and being affected by whatever morally wrong thing that people encourage. I wish that I wouldn’t be bothered but it’s like everywhere in my life and It makes me want to get out and disappear so badly,0
